pack,mode,tag
sex_position_positive,standing_missionary,standing missionary position
sex_position_positive,standing_missionary,deep penetration while standing
sex_position_positive,standing_missionary,legs wrapped around partner
sex_position_positive,standing_missionary,intense eye contact during sex
sex_position_positive,doggy,doggy style
sex_position_positive,doggy,from behind deep penetration
sex_position_positive,doggy,arched back
sex_position_positive,doggy,hands gripping hips
sex_position_positive,cowgirl,cowgirl position
sex_position_positive,cowgirl,woman on top riding
sex_position_positive,cowgirl,straddling partner
sex_position_positive,cowgirl,deep insertion
sex_position_positive,missionary,missionary position
sex_position_positive,missionary,face to face deep penetration
sex_position_positive,missionary,legs spread wide
sex_position_positive,missionary,intimate connection
sex_position_positive,spooning,spooning sex position
sex_position_positive,spooning,side by side penetration
sex_position_positive,spooning,intimate rear entry
sex_position_positive,standing,standing sex
sex_position_positive,standing,lifted leg position
sex_position_positive,standing,wall pressed standing fuck
sex_position_positive,danbooru,prone bone
sex_position_positive,danbooru,mating press
sex_position_positive,danbooru,full nelson
sex_position_positive,danbooru,piledriver
sex_position_positive,danbooru,amazon position
sex_position_positive,danbooru,reverse cowgirl
sex_position_positive,danbooru,69
sex_position_positive,danbooru,face sitting
sex_position_positive,danbooru,lotus position
sex_position_positive,danbooru,butterfly position
sex_position_positive,danbooru,bridge position
penetration_positive,normal,visible penetration
penetration_positive,normal,deep insertion
penetration_positive,normal,coherent genital contact
penetration_positive,deep,very deep penetration
penetration_positive,deep,cervix contact
penetration_positive,deep,full insertion
penetration_positive,extreme,impossibly deep penetration
penetration_positive,extreme,throat bulge from penetration
penetration_positive,extreme,long penis reaching mouth
penetration_positive,extreme,extreme anatomical distortion
body_proportion_positive,realistic,realistic human proportions
body_proportion_positive,realistic,natural body ratios
body_proportion_positive,exaggerated,exaggerated proportions
body_proportion_positive,exaggerated,hyper sexualized body
body_proportion_positive,exaggerated,extreme curves
body_proportion_positive,exaggerated,unrealistic penis size
body_proportion_positive,hyper,hyper proportions
body_proportion_positive,hyper,massive penis
body_proportion_positive,hyper,impossibly long cock
body_proportion_positive,hyper,extreme body modification
interaction_intensity_positive,gentle,gentle lovemaking
interaction_intensity_positive,gentle,tender interaction
interaction_intensity_positive,passionate,passionate sex
interaction_intensity_positive,passionate,intense thrusting
interaction_intensity_positive,intense,rough sex
interaction_intensity_positive,intense,aggressive fucking
interaction_intensity_positive,intense,powerful penetration
interaction_intensity_positive,extreme,brutal sex
interaction_intensity_positive,extreme,violent thrusting
interaction_intensity_positive,extreme,maximum intensity
advanced_pose_positive,dynamic,dynamic pose
advanced_pose_positive,dynamic,action pose
advanced_pose_positive,dynamic,motion blur on limbs
advanced_pose_positive,dynamic,weight shifted stance
advanced_pose_positive,erotic,seductive pose
advanced_pose_positive,erotic,arched back
advanced_pose_positive,erotic,legs spread
advanced_pose_positive,erotic,hands running over body
advanced_pose_positive,struggle,struggling pose
advanced_pose_positive,struggle,bound wrists
advanced_pose_positive,struggle,resisting yet aroused
advanced_pose_positive,climax,orgasm pose
advanced_pose_positive,climax,body shaking
advanced_pose_positive,climax,toes curled
advanced_pose_positive,climax,back arched in pleasure
advanced_pose_positive,ahegao,ahegao face
advanced_pose_positive,ahegao,tongue out
advanced_pose_positive,ahegao,heart shaped pupils
advanced_pose_positive,ahegao,rolling eyes
advanced_pose_positive,ahegao,mind break
advanced_pose_positive,ahegao,pleasure overload
advanced_pose_positive,sfw,elegant pose
advanced_pose_positive,sfw,graceful stance
advanced_pose_positive,sfw,reading pose
advanced_pose_positive,sfw,sitting peacefully
advanced_pose_positive,sfw,walking gracefully
advanced_pose_positive,sfw,dancing pose
advanced_pose_positive,sfw,contemplative pose
objects_interaction_positive,held,holding object
objects_interaction_positive,held,physically plausible grip
objects_interaction_positive,held,clear contact points
objects_interaction_positive,sex_toy,using sex toy
objects_interaction_positive,sex_toy,dildo insertion
objects_interaction_positive,sex_toy,vibrator on clit
objects_interaction_positive,sex_toy,plug visible
objects_interaction_positive,sex_toy,nipple clamps
objects_interaction_positive,sex_toy,ball gag
objects_interaction_positive,sex_toy,collar and leash
objects_interaction_positive,sex_toy,riding crop
objects_interaction_positive,furniture,fucked on table
objects_interaction_positive,furniture,bent over desk
objects_interaction_positive,furniture,against wall
objects_interaction_positive,furniture,on bed with sheets gripped
objects_interaction_positive,weapon,holding sword
objects_interaction_positive,weapon,gun in hand
objects_interaction_positive,weapon,sword at side
objects_interaction_positive,weapon,weapon detail
objects_interaction_positive,danbooru,vibrator
objects_interaction_positive,danbooru,dildo
objects_interaction_positive,danbooru,anal plug
objects_interaction_positive,danbooru,handcuffs
objects_interaction_positive,danbooru,strap on
objects_interaction_positive,danbooru,wand vibrator
objects_interaction_positive,danbooru,anal beads
objects_interaction_positive,danbooru,tentacle
objects_interaction_positive,danbooru,magic wand
objects_interaction_positive,danbooru,book
objects_interaction_positive,danbooru,flower
objects_interaction_positive,danbooru,umbrella
objects_interaction_positive,danbooru,lantern
objects_interaction_positive,danbooru,basket
objects_interaction_positive,danbooru,tea cup
objects_interaction_positive,sfw,holding book
objects_interaction_positive,sfw,playing instrument
objects_interaction_positive,sfw,holding flower
objects_interaction_positive,sfw,reading book
objects_interaction_positive,sfw,painting
objects_interaction_positive,sfw,gardening
objects_interaction_positive,sfw,holding lantern
environment_detail_positive,bedroom,luxurious bedroom
environment_detail_positive,bedroom,silk sheets
environment_detail_positive,bedroom,dim romantic lighting
environment_detail_positive,bedroom,candlelit room
environment_detail_positive,dungeon,dark dungeon
environment_detail_positive,dungeon,chains on wall
environment_detail_positive,dungeon,stone floor
environment_detail_positive,dungeon,bdsm dungeon
environment_detail_positive,outdoor,forest clearing sex
environment_detail_positive,outdoor,public risk
environment_detail_positive,outdoor,against tree
environment_detail_positive,outdoor,moonlit night
environment_detail_positive,luxury,luxury hotel suite
environment_detail_positive,luxury,penthouse view
environment_detail_positive,luxury,marble floor
environment_detail_positive,danbooru,bedroom
environment_detail_positive,danbooru,bathroom
environment_detail_positive,danbooru,classroom
environment_detail_positive,danbooru,office
environment_detail_positive,danbooru,forest
environment_detail_positive,danbooru,beach
environment_detail_positive,danbooru,alley
environment_detail_positive,danbooru,rooftop
environment_detail_positive,danbooru,throne room
environment_detail_positive,sfw,cozy living room
environment_detail_positive,sfw,sunlit garden
environment_detail_positive,sfw,peaceful library
environment_detail_positive,sfw,art studio
environment_detail_positive,sfw,warm kitchen
environment_detail_positive,sfw,mountain cabin
environment_detail_positive,sfw,flower field
sex_position_positive,missionary,pose locked to prompt wording
sex_position_positive,doggy,angle matches stated view
penetration_positive,normal,anatomy contact matches described act
body_proportion_positive,realistic,ratios match character description
interaction_intensity_positive,gentle,intensity matches soft wording
advanced_pose_positive,erotic,pose vocabulary honored literally
objects_interaction_positive,held,object identity from prompt only
objects_interaction_positive,furniture,surface matches setting description
environment_detail_positive,bedroom,props list from caption only
environment_detail_positive,outdoor,weather matches prompt
environment_detail_positive,danbooru,room type matches tag
